,age,job,education,default,balance,personal-loan,current-campaign,subscribed
2334,33,management,secondary,no,3132,no,5,no
2335,33,admin.,tertiary,no,490,no,1,no
2336,35,management,tertiary,no,2682,no,1,no
2337,24,services,tertiary,no,0,no,1,no
2338,29,unemployed,secondary,no,596,no,2,no
2339,54,blue-collar,secondary,no,2059,no,4,no
2340,27,admin.,secondary,no,132,no,2,no
2341,34,management,secondary,no,0,no,1,no
2342,39,blue-collar,primary,no,385,no,4,no
2343,38,management,tertiary,no,223,no,1,no
2344,37,management,tertiary,no,0,no,13,no
2345,26,services,secondary,no,512,yes,5,no
2346,36,entrepreneur,tertiary,no,1169,no,2,no
2347,35,management,tertiary,no,71,no,12,no
2348,30,management,tertiary,no,940,no,2,no
2349,25,technician,secondary,no,-80,yes,1,no
2350,34,technician,secondary,no,0,no,4,no
2351,52,management,tertiary,no,1317,no,1,no
2352,39,admin.,secondary,no,179,no,1,no
2353,34,management,secondary,no,1007,no,2,no
2354,34,management,secondary,no,0,no,4,no
2355,30,services,secondary,no,1286,yes,1,no
2356,33,services,secondary,no,804,yes,1,no
2357,30,student,secondary,no,4,no,2,no
2358,51,blue-collar,primary,no,0,no,1,no
2359,36,services,secondary,no,417,no,10,no
2360,48,blue-collar,primary,no,1678,no,2,no
2361,37,services,secondary,no,532,no,1,no
2362,58,management,secondary,no,407,no,2,no
2363,56,management,tertiary,no,659,yes,1,no
2364,34,blue-collar,secondary,no,393,no,9,no
2365,33,admin.,secondary,no,661,no,1,no
2366,26,services,secondary,no,0,no,23,no
2367,40,management,tertiary,no,838,no,3,no
2368,35,services,secondary,no,195,no,1,no
2369,45,entrepreneur,secondary,no,68,no,1,no
2370,37,technician,secondary,no,-242,no,6,yes
2371,35,management,tertiary,no,321,no,1,no
2372,43,services,secondary,no,3403,no,2,yes
2373,28,blue-collar,secondary,no,8,no,1,no
2374,32,blue-collar,secondary,no,739,no,1,no
2375,26,unemployed,secondary,no,622,no,2,yes
2376,35,services,secondary,no,152,no,1,yes
2377,35,technician,secondary,no,2,no,4,no
2378,39,blue-collar,secondary,no,1439,no,6,no
2379,42,blue-collar,secondary,no,1491,no,2,no
2380,32,technician,secondary,no,6402,no,1,no
2381,30,unemployed,secondary,no,1210,no,4,no
2382,26,management,tertiary,no,122,yes,1,no
2383,30,student,secondary,no,0,no,1,no
2384,32,management,tertiary,no,62,no,1,no
2385,47,services,secondary,no,3333,yes,2,no
2386,33,technician,tertiary,no,16992,no,1,no
2387,57,blue-collar,primary,no,23,no,8,no
2388,35,admin.,secondary,no,0,no,2,no
2389,53,technician,tertiary,no,6072,yes,4,no
2390,24,retired,secondary,no,366,yes,2,no
2391,54,management,tertiary,no,0,yes,1,no
2392,31,management,tertiary,no,1343,yes,1,no
2393,41,entrepreneur,secondary,no,2105,no,1,no
2394,44,management,secondary,no,2319,no,3,no
2395,35,services,secondary,no,35,no,1,no
2396,30,management,tertiary,no,877,no,1,no
2397,43,blue-collar,primary,no,30,no,17,no
2398,51,entrepreneur,secondary,yes,-2082,yes,6,no
2399,60,retired,secondary,no,89,no,2,no
2400,43,self-employed,secondary,no,104,no,1,no
2401,31,management,tertiary,no,1750,no,3,no
2402,56,management,primary,no,772,no,1,no
2403,42,technician,secondary,no,1048,no,2,no
2404,52,entrepreneur,primary,no,592,no,2,no
2405,40,technician,secondary,no,0,yes,2,no
2406,36,services,secondary,no,3064,no,4,no
2407,40,services,primary,no,33,no,3,no
2408,46,blue-collar,secondary,no,0,no,2,no
2409,32,admin.,secondary,no,1649,no,2,no
2410,31,housemaid,tertiary,no,287,no,1,no
2411,41,technician,secondary,no,0,no,2,no
2412,58,housemaid,primary,no,419,yes,3,no
2413,36,services,secondary,no,257,no,2,no
2414,52,technician,secondary,no,118,no,20,no
2415,42,management,tertiary,no,251,no,2,no
2416,32,management,tertiary,no,1731,yes,3,no
2417,62,management,tertiary,no,0,no,3,no
2418,31,technician,tertiary,no,23,no,3,no
2419,41,blue-collar,secondary,yes,-386,yes,1,yes
2420,34,self-employed,tertiary,no,5498,no,1,no
2421,44,management,tertiary,no,5063,no,2,yes
2422,42,blue-collar,primary,no,7041,no,4,no
2423,37,entrepreneur,secondary,no,654,no,2,no
2424,47,management,tertiary,no,1890,no,1,no
2425,32,unemployed,secondary,no,2400,yes,3,no
2426,46,blue-collar,secondary,no,519,no,6,no
2427,39,technician,tertiary,no,1190,no,1,no
2428,28,services,secondary,no,229,no,1,no
2429,26,student,secondary,no,203,no,1,no
2430,52,technician,secondary,no,1818,yes,2,no
2431,42,unemployed,secondary,no,1289,no,4,yes
2432,33,technician,tertiary,no,39,no,5,no
2433,73,retired,primary,no,796,no,1,yes
2434,35,admin.,secondary,no,57,yes,2,no
2435,40,management,tertiary,no,1548,no,3,no
2436,51,technician,secondary,no,117,no,2,yes
2437,37,admin.,secondary,no,0,no,2,no
2438,39,management,tertiary,no,691,yes,1,no
2439,28,blue-collar,secondary,no,64,no,3,no
2440,49,technician,tertiary,no,0,no,3,no
2441,36,admin.,secondary,no,957,no,1,no
2442,45,technician,secondary,no,118,no,2,no
2443,29,technician,tertiary,no,218,no,1,no
2444,35,management,secondary,no,724,no,2,yes
2445,35,housemaid,tertiary,no,20,yes,3,no
2446,30,blue-collar,secondary,no,-28,no,2,no
2447,46,blue-collar,primary,no,665,no,4,no
2448,25,student,tertiary,no,5,no,1,no
2449,36,management,tertiary,no,925,no,3,yes
2450,42,blue-collar,primary,no,2519,no,4,no
2451,57,admin.,secondary,no,3927,no,1,no
2452,42,management,tertiary,no,401,no,9,no
2453,29,management,tertiary,no,581,yes,2,no
2454,36,technician,tertiary,no,1327,no,2,no
2455,31,unemployed,secondary,no,3242,no,2,no
2456,59,technician,primary,no,3163,no,2,no
2457,50,unemployed,secondary,no,32,no,2,no
2458,47,admin.,secondary,no,310,yes,6,no
2459,46,housemaid,primary,no,0,no,1,no
2460,26,blue-collar,primary,no,155,no,1,no
2461,31,services,secondary,no,11386,no,1,no
2462,30,services,tertiary,no,1380,no,2,no
2463,47,blue-collar,secondary,no,2443,no,1,no
2464,23,technician,tertiary,no,1129,no,1,yes
2465,44,unemployed,primary,no,4232,no,1,no
2466,42,self-employed,secondary,no,5564,no,2,no
2467,32,services,secondary,no,-402,no,1,no
2468,28,admin.,secondary,no,1323,no,1,no
2469,57,retired,primary,no,1623,yes,1,no
2470,38,technician,tertiary,no,1042,no,2,no
2471,22,student,secondary,no,2488,no,2,yes
2472,54,admin.,secondary,no,865,no,1,no
2473,32,technician,tertiary,no,-1053,no,3,no
2474,32,management,tertiary,no,1667,no,2,no
2475,59,admin.,secondary,no,975,no,4,no
2476,45,technician,secondary,no,2571,no,2,no
2477,53,management,primary,no,732,no,2,yes
2478,50,admin.,secondary,no,769,no,2,no
2479,34,technician,secondary,no,-136,yes,2,no
2480,35,admin.,secondary,no,3636,yes,2,yes
2481,30,management,tertiary,no,931,no,1,no
2482,62,housemaid,secondary,no,565,no,3,no
2483,40,blue-collar,secondary,no,271,no,2,no
2484,26,self-employed,tertiary,no,1153,no,3,no
2485,34,management,tertiary,no,-73,no,1,no
2486,50,management,tertiary,no,558,no,1,yes
2487,31,management,tertiary,no,137,no,9,no
2488,35,technician,secondary,no,700,no,2,no
2489,55,retired,primary,no,-966,yes,1,no
2490,34,admin.,secondary,no,96,no,2,no
2491,58,retired,primary,no,4007,no,4,no
2492,50,management,tertiary,no,567,no,8,no
2493,31,technician,secondary,no,40,no,2,no
2494,47,admin.,secondary,no,136,yes,1,no
2495,38,self-employed,tertiary,no,917,no,1,no
2496,46,management,tertiary,no,593,no,3,no
2497,42,blue-collar,primary,no,505,no,2,no
2498,34,blue-collar,secondary,no,2542,no,1,no
2499,37,management,tertiary,no,5355,no,4,yes
2500,38,student,tertiary,no,807,no,2,no
2501,59,retired,secondary,no,9976,no,2,no
2502,32,admin.,secondary,no,0,no,3,no
2503,55,management,tertiary,no,540,no,2,no
2504,35,blue-collar,secondary,no,280,yes,50,no
2505,56,management,tertiary,no,-59,yes,6,no
2506,27,admin.,secondary,yes,-517,no,3,no
2507,42,unemployed,secondary,no,2613,no,6,no
2508,42,student,secondary,no,-7,no,6,no
2509,41,blue-collar,primary,no,0,no,3,no
2510,53,retired,secondary,yes,-200,yes,1,no
2511,67,retired,primary,no,2301,no,1,no
2512,53,housemaid,primary,no,104,yes,1,yes
2513,33,blue-collar,primary,no,191,no,2,no
2514,31,technician,secondary,no,694,no,2,no
2515,31,admin.,secondary,no,212,no,3,no
2516,30,management,tertiary,no,1882,no,5,no
2517,48,blue-collar,secondary,no,131,no,1,no
2518,30,technician,secondary,no,175,no,4,no
2519,43,technician,tertiary,yes,0,no,4,no
2520,38,management,tertiary,no,4425,no,1,no
2521,46,unemployed,secondary,no,3533,no,2,no
2522,59,blue-collar,secondary,no,3573,no,1,no
2523,44,management,tertiary,no,476,yes,2,no
2524,35,blue-collar,secondary,no,1257,no,3,no
2525,55,blue-collar,secondary,no,23,no,1,no
2526,39,management,tertiary,no,0,no,2,no
2527,36,services,secondary,no,398,yes,2,no
2528,33,blue-collar,secondary,no,745,no,4,no
2529,48,management,tertiary,no,8106,no,1,no
2530,33,management,tertiary,no,0,no,4,no
2531,67,retired,secondary,no,696,no,2,no
2532,48,unemployed,secondary,no,1266,no,1,no
2533,57,management,tertiary,no,2416,no,2,no
2534,31,housemaid,primary,no,25,no,5,no
2535,30,student,tertiary,no,7513,no,2,no
2536,56,entrepreneur,primary,no,29,no,2,no
2537,26,blue-collar,primary,no,5116,no,3,no
2538,44,management,secondary,no,-1746,no,1,no
2539,44,technician,secondary,no,14,no,1,yes
2540,31,management,tertiary,no,4148,no,3,yes
2541,47,self-employed,tertiary,no,14,no,1,no
2542,30,admin.,secondary,no,105,no,1,no
2543,37,management,tertiary,no,767,yes,1,no
2544,56,admin.,primary,no,0,yes,1,no
2545,43,management,secondary,no,-228,yes,2,no
2546,42,services,secondary,no,508,no,1,no
2547,60,management,secondary,no,725,no,1,no
2548,34,blue-collar,secondary,no,41,no,9,no
2549,34,management,tertiary,no,184,no,4,no
2550,41,management,tertiary,no,251,yes,3,no
2551,38,management,secondary,no,-17,no,4,no
2552,23,services,secondary,no,-19,no,10,no
2553,33,management,tertiary,no,1064,no,1,yes
2554,36,blue-collar,secondary,no,777,no,3,no
2555,49,unemployed,tertiary,no,377,no,1,no
2556,34,admin.,secondary,no,479,no,1,yes
2557,40,technician,secondary,no,-375,no,5,no
2558,72,retired,primary,no,796,no,2,no
2559,43,technician,secondary,no,17,no,4,no
2560,44,blue-collar,secondary,no,1071,no,3,no
2561,35,admin.,secondary,no,0,no,5,no
2562,46,admin.,secondary,no,7378,no,1,no
2563,55,admin.,secondary,no,865,no,1,no
2564,50,technician,secondary,no,-701,yes,1,no
2565,23,blue-collar,secondary,no,817,no,1,no
2566,34,student,secondary,no,1387,no,1,no
2567,40,blue-collar,secondary,no,0,yes,3,no
2568,61,retired,secondary,no,2917,no,1,yes
2569,53,technician,secondary,no,4541,no,6,no
2570,57,technician,secondary,no,0,no,1,no
2571,28,blue-collar,secondary,no,4287,no,1,no
2572,25,admin.,secondary,no,242,no,12,no
2573,38,blue-collar,secondary,no,171,yes,1,no
2574,27,services,secondary,no,259,no,10,no
2575,45,blue-collar,secondary,no,827,no,5,no
2576,31,services,secondary,no,469,yes,1,no
2577,39,blue-collar,primary,no,2226,no,1,no
2578,42,technician,secondary,no,0,no,12,no
2579,46,management,tertiary,no,477,no,6,no
2580,36,services,secondary,no,42,no,4,no
2581,30,management,tertiary,no,775,no,2,no
2582,32,blue-collar,secondary,no,9,no,2,no
2583,52,technician,tertiary,no,2557,no,5,yes
2584,31,management,tertiary,no,2395,no,1,no
2585,60,management,primary,no,4895,no,1,no
2586,35,blue-collar,secondary,no,376,yes,3,no
2587,38,management,tertiary,no,389,no,1,no
2588,46,management,tertiary,no,134,no,2,no
2589,45,entrepreneur,tertiary,no,1273,yes,3,no
2590,59,services,secondary,no,0,no,3,no
2591,34,management,tertiary,no,2892,yes,7,no
2592,33,technician,secondary,no,0,no,2,no
2593,46,management,secondary,no,295,no,6,no
2594,48,admin.,secondary,no,292,yes,6,no
2595,31,services,secondary,no,85,no,1,no
2596,32,technician,secondary,no,4,no,2,no
2597,35,blue-collar,primary,no,-587,no,1,no
2598,36,blue-collar,primary,no,367,no,1,no
2599,52,management,tertiary,no,-1224,no,4,no
2600,45,management,tertiary,no,959,no,1,no
2601,34,management,tertiary,no,0,no,2,no
2602,25,blue-collar,primary,yes,-589,no,1,no
2603,26,management,tertiary,no,-8,no,2,no
2604,57,management,tertiary,no,0,no,1,no
2605,48,management,primary,no,247,yes,1,no
2606,48,technician,secondary,no,5543,no,5,no
2607,32,blue-collar,primary,no,642,yes,1,no
2608,58,retired,secondary,no,11,no,1,no
2609,57,management,primary,no,-226,no,1,no
2610,31,entrepreneur,tertiary,no,5191,no,2,no
2611,33,blue-collar,secondary,no,-320,no,2,no
2612,53,entrepreneur,tertiary,no,2289,yes,1,no
2613,36,admin.,secondary,no,725,no,3,no
2614,32,technician,tertiary,no,705,no,4,no
2615,45,blue-collar,secondary,no,776,no,4,no
2616,35,unemployed,tertiary,no,816,no,7,no
2617,41,services,secondary,no,171,no,9,no
2618,54,services,secondary,no,812,no,6,no
2619,49,services,secondary,no,823,no,4,yes
2620,28,technician,secondary,no,1453,no,1,no
2621,24,blue-collar,secondary,no,431,no,12,no
2622,30,admin.,secondary,no,1009,no,1,no
2623,32,self-employed,primary,no,286,no,1,no
2624,53,entrepreneur,tertiary,no,22370,no,1,no
2625,42,blue-collar,primary,no,2111,no,2,no
2626,48,blue-collar,primary,no,5366,no,3,no
2627,33,technician,secondary,no,181,yes,2,no
2628,31,blue-collar,secondary,no,-452,no,5,no
2629,56,unemployed,primary,no,1770,no,3,no
2630,58,retired,primary,no,0,no,1,no
2631,37,admin.,secondary,no,-296,no,1,no
2632,59,management,primary,no,2358,no,1,no
2633,50,management,tertiary,no,1200,no,3,yes
2634,39,housemaid,primary,no,109,no,3,no
2635,30,technician,secondary,no,616,no,1,no
2636,47,services,secondary,no,4906,no,1,no
2637,44,self-employed,secondary,no,313,no,4,no
2638,38,blue-collar,primary,no,290,no,1,no
2639,50,management,tertiary,no,1240,no,2,no
2640,27,admin.,tertiary,no,3672,no,2,no
2641,73,retired,secondary,no,19,no,2,no
2642,46,blue-collar,primary,no,143,no,1,no
2643,56,retired,secondary,no,212,yes,1,no
2644,36,management,tertiary,no,9,no,4,yes
2645,33,blue-collar,primary,no,3074,no,1,no
2646,40,management,tertiary,no,1734,no,1,no
2647,52,management,tertiary,no,575,no,1,no
2648,51,blue-collar,secondary,no,397,no,2,no
2649,33,blue-collar,secondary,no,640,no,3,no
2650,54,services,secondary,no,158,no,1,no
2651,44,management,secondary,no,2984,no,2,no
2652,50,entrepreneur,secondary,no,1011,no,2,no
2653,45,blue-collar,secondary,no,0,no,1,yes
2654,36,management,tertiary,no,1133,no,1,yes
2655,42,technician,secondary,no,4945,no,2,yes
2656,37,technician,secondary,no,712,no,2,no
2657,28,services,secondary,no,-427,yes,2,no
2658,56,admin.,secondary,no,2146,yes,1,no
2659,59,admin.,secondary,no,92,no,2,no
2660,32,unemployed,secondary,no,10,no,4,no
2661,57,retired,primary,no,1238,no,1,no
2662,49,admin.,secondary,no,981,no,3,no
2663,56,entrepreneur,secondary,no,575,no,2,no
2664,48,admin.,secondary,no,-70,no,1,no
2665,27,student,tertiary,no,3733,no,1,yes
2666,31,management,tertiary,no,574,no,2,no
2667,28,blue-collar,secondary,no,43,no,1,no
2668,36,management,tertiary,no,428,no,1,no
2669,58,housemaid,primary,no,0,no,1,no
2670,46,admin.,secondary,no,0,yes,2,no
2671,32,management,tertiary,no,474,no,3,no
2672,39,services,secondary,no,-540,no,1,no
2673,35,self-employed,tertiary,no,560,no,1,no
2674,31,management,tertiary,no,325,no,2,yes
2675,29,management,tertiary,no,437,no,1,yes
2676,48,blue-collar,primary,no,574,no,1,no
2677,60,retired,primary,no,0,no,3,no
2678,74,retired,secondary,no,935,no,1,no
2679,30,services,secondary,no,699,no,1,no
2680,52,admin.,primary,no,0,no,11,no
2681,24,blue-collar,secondary,no,-220,no,1,no
2682,29,services,secondary,no,11417,no,2,no
2683,33,housemaid,primary,no,212,no,2,no
2684,34,blue-collar,secondary,no,67,yes,3,no
2685,45,admin.,secondary,no,0,no,1,yes
2686,31,blue-collar,secondary,no,0,yes,2,no
2687,45,technician,secondary,no,1673,no,1,no
2688,27,services,secondary,no,-1202,no,2,no
2689,30,management,tertiary,no,4213,no,4,no
2690,45,blue-collar,primary,no,0,no,2,no
2691,57,blue-collar,secondary,no,1521,yes,2,no
2692,34,management,tertiary,no,1310,no,3,no
2693,40,admin.,secondary,no,0,yes,1,no
2694,39,management,tertiary,no,399,no,1,no
2695,46,technician,tertiary,no,405,no,3,no
2696,55,management,tertiary,no,9756,no,2,yes
2697,25,management,tertiary,no,2506,no,1,yes
2698,34,management,tertiary,no,697,no,1,no
2699,37,blue-collar,primary,no,403,no,2,no
2700,64,retired,tertiary,no,890,no,3,no
2701,45,technician,secondary,no,809,no,2,no
2702,57,housemaid,secondary,no,158,no,1,no
2703,21,student,secondary,no,137,no,3,no
2704,58,housemaid,secondary,no,2705,no,1,no
2705,41,blue-collar,secondary,no,75,no,9,yes
2706,41,management,tertiary,no,2457,no,1,no
2707,58,management,tertiary,no,541,no,1,no
2708,33,management,tertiary,no,287,no,2,no
2709,32,management,tertiary,no,273,yes,3,no
2710,44,services,secondary,no,0,no,5,no
2711,47,management,tertiary,no,677,no,1,no
2712,41,self-employed,primary,no,340,no,3,no
2713,54,technician,tertiary,no,98,no,4,no
2714,47,technician,tertiary,no,477,no,1,no
2715,32,management,tertiary,no,2629,no,4,no
2716,59,housemaid,tertiary,no,0,yes,2,no
2717,29,technician,tertiary,no,2325,no,1,yes
2718,48,services,secondary,yes,-20,no,2,no
2719,32,technician,secondary,no,230,no,1,yes
2720,46,management,secondary,no,-852,yes,2,no
2721,31,blue-collar,primary,no,-280,no,3,no
2722,53,blue-collar,secondary,no,25,no,2,yes
2723,34,technician,tertiary,no,9851,no,5,no
2724,48,services,secondary,no,5095,no,1,no
2725,32,technician,secondary,no,687,no,4,no
2726,31,management,secondary,no,1368,no,4,no
2727,27,blue-collar,primary,no,-179,no,2,no
2728,60,admin.,secondary,no,-396,no,1,no
2729,34,blue-collar,tertiary,no,1011,no,1,no
2730,52,self-employed,secondary,no,9,yes,1,no
2731,48,blue-collar,secondary,no,1159,yes,9,no
2732,45,technician,primary,no,-322,no,2,no
2733,54,technician,secondary,no,1114,no,1,no
2734,52,services,secondary,no,2072,no,1,no
2735,47,entrepreneur,tertiary,no,459,no,4,no
2736,54,management,secondary,no,1157,no,2,no
2737,34,blue-collar,secondary,no,8309,yes,1,no
2738,39,technician,tertiary,no,1043,no,10,no
2739,46,technician,secondary,no,2098,no,2,no
2740,26,unemployed,secondary,no,461,no,1,no
2741,37,technician,secondary,no,61,no,8,no
2742,47,blue-collar,secondary,no,1203,no,2,no
2743,35,technician,secondary,no,1067,yes,6,no
2744,57,unemployed,primary,no,0,no,1,no
2745,34,management,tertiary,no,1657,no,2,no
2746,47,technician,secondary,no,1219,no,4,yes
2747,27,technician,secondary,no,7,no,2,no
2748,40,blue-collar,secondary,no,-839,yes,2,yes
2749,39,technician,secondary,no,994,no,1,no
2750,36,entrepreneur,tertiary,no,6,no,1,no
2751,42,technician,secondary,no,0,no,2,no
2752,23,blue-collar,primary,no,8627,no,1,no
2753,34,management,tertiary,no,133,no,1,no
2754,34,blue-collar,secondary,no,247,yes,5,no
2755,49,services,secondary,no,1114,no,1,no
2756,57,blue-collar,primary,no,1592,yes,4,no
2757,59,retired,secondary,no,0,no,6,no
2758,57,admin.,tertiary,no,46,no,2,no
2759,34,blue-collar,secondary,no,1221,no,1,no
2760,61,management,secondary,no,985,no,6,yes
2761,35,blue-collar,secondary,no,0,no,1,no
2762,42,management,tertiary,no,520,no,1,no
2763,57,services,tertiary,no,10,no,3,no
2764,42,blue-collar,secondary,no,2157,no,1,no
2765,53,retired,secondary,no,6095,yes,5,no
2766,63,retired,tertiary,no,133,no,2,no
2767,47,self-employed,secondary,no,1121,no,6,no
2768,54,services,secondary,no,88,no,1,no
2769,45,admin.,secondary,no,0,no,10,no
2770,28,management,tertiary,no,-328,no,2,no
2771,58,unemployed,secondary,no,610,no,2,no
2772,48,management,tertiary,no,414,no,2,no
2773,35,management,tertiary,no,0,no,1,yes
2774,37,self-employed,tertiary,no,0,no,1,no
2775,37,blue-collar,secondary,no,685,no,1,no
2776,37,management,primary,no,22856,no,1,no
2777,25,services,secondary,no,-352,no,1,no
2778,58,blue-collar,secondary,no,602,no,1,no
2779,52,management,secondary,no,-588,no,4,no
2780,19,student,secondary,no,302,no,1,yes
2781,59,blue-collar,secondary,no,5314,no,3,no
2782,41,technician,secondary,no,64,yes,2,no
2783,34,technician,tertiary,no,632,no,10,no
2784,35,technician,secondary,no,5731,no,2,no
2785,41,technician,secondary,no,902,no,6,no
2786,28,blue-collar,secondary,no,6307,no,1,no
2787,53,management,secondary,no,112,yes,3,no
2788,35,services,secondary,no,0,yes,1,no
2789,33,admin.,tertiary,no,621,no,1,no
2790,37,technician,secondary,no,435,no,1,no
2791,32,technician,secondary,no,782,no,4,no
2792,32,blue-collar,secondary,no,478,no,1,no
2793,54,services,secondary,no,7864,no,4,no
2794,44,blue-collar,secondary,no,1910,no,1,no
2795,36,technician,tertiary,no,1174,no,2,no
2796,56,admin.,secondary,no,1270,no,2,no
2797,30,management,tertiary,no,18,no,11,no
2798,36,blue-collar,secondary,no,141,no,3,no
2799,43,management,tertiary,no,2886,no,1,no
2800,40,technician,secondary,no,2715,no,2,no
2801,32,technician,tertiary,no,1100,yes,1,no
2802,34,blue-collar,secondary,no,516,yes,1,no
2803,37,services,secondary,no,1,no,2,no
2804,28,admin.,secondary,no,775,no,2,no
2805,35,management,primary,no,634,no,2,no
2806,53,blue-collar,secondary,no,5715,no,2,no
2807,60,admin.,secondary,no,1088,no,1,no
2808,40,entrepreneur,secondary,no,1532,yes,7,no
2809,57,retired,primary,no,75,no,2,no
2810,29,technician,secondary,no,103,no,1,no
2811,44,blue-collar,primary,no,134,no,1,no
2812,41,admin.,secondary,no,748,no,7,no
2813,47,technician,secondary,no,1990,yes,4,no
2814,43,technician,tertiary,no,192,no,2,no
2815,37,technician,secondary,no,267,no,1,no
2816,34,technician,tertiary,no,586,no,2,no
2817,30,blue-collar,secondary,no,648,yes,1,no
2818,57,entrepreneur,secondary,yes,25,no,1,no
2819,26,admin.,secondary,no,96,no,2,no
2820,34,management,tertiary,no,1116,no,5,no
2821,46,technician,secondary,no,-90,yes,1,yes
2822,38,entrepreneur,tertiary,no,170,no,1,yes
2823,37,technician,secondary,no,3665,no,3,yes
2824,28,management,tertiary,no,2380,no,2,no
2825,57,blue-collar,primary,no,179,no,3,no
2826,39,management,tertiary,no,763,no,7,yes
2827,49,services,secondary,no,320,no,4,yes
2828,38,technician,secondary,no,1960,no,2,no
2829,27,blue-collar,secondary,no,818,no,5,no
2830,30,admin.,secondary,no,2678,no,5,no
2831,38,admin.,tertiary,no,1980,no,2,no
2832,36,management,tertiary,no,1582,no,2,no
2833,38,retired,secondary,no,62,no,1,no
2834,59,housemaid,primary,no,235,no,2,no
2835,37,management,tertiary,no,489,no,5,no
2836,29,self-employed,tertiary,no,3931,no,4,no
2837,43,blue-collar,secondary,no,699,yes,2,yes
2838,33,technician,secondary,no,58,no,2,no
2839,54,housemaid,secondary,no,1327,no,2,no
2840,55,services,secondary,no,557,no,1,no
2841,32,technician,tertiary,no,741,no,1,no
2842,48,management,primary,no,3230,no,3,no
2843,33,management,tertiary,no,1439,no,2,no
2844,46,admin.,secondary,no,120,no,11,no
2845,44,management,tertiary,no,1058,no,3,yes
2846,47,blue-collar,primary,no,881,no,1,no
2847,38,technician,secondary,no,6728,no,1,yes
2848,80,retired,secondary,no,462,no,2,no
2849,40,self-employed,secondary,no,167,yes,4,no
2850,43,entrepreneur,tertiary,no,1574,no,3,no
2851,32,technician,tertiary,no,1625,no,1,yes
2852,39,management,tertiary,no,562,no,2,no
2853,33,technician,secondary,no,9305,no,2,no
2854,31,technician,secondary,no,35,yes,1,no
2855,36,management,tertiary,no,0,no,2,no
2856,35,management,tertiary,no,2486,no,1,no
2857,25,services,secondary,no,368,no,1,no
2858,33,management,secondary,no,1558,no,1,no
2859,23,blue-collar,primary,no,8627,no,1,no
2860,31,management,tertiary,no,2590,no,2,no
2861,36,management,tertiary,no,0,yes,3,no
2862,44,technician,tertiary,no,900,no,2,no
2863,31,management,tertiary,no,385,no,1,no
2864,55,blue-collar,primary,no,1649,no,3,no
2865,51,housemaid,secondary,no,9228,no,4,yes
2866,36,admin.,secondary,no,0,yes,2,no
2867,27,unemployed,tertiary,no,1,no,2,no
2868,40,services,secondary,no,771,no,4,no
2869,49,services,secondary,no,280,no,3,no
2870,59,retired,primary,no,46,no,2,no
2871,32,management,tertiary,no,2431,no,5,yes
2872,42,retired,tertiary,no,308,no,2,no
2873,35,management,tertiary,no,160,no,6,no
2874,29,blue-collar,secondary,no,555,no,4,no
2875,29,technician,secondary,no,778,no,2,no
2876,37,blue-collar,secondary,no,48,no,2,no
2877,49,admin.,primary,no,169,no,3,no
2878,51,services,secondary,no,12,no,1,no
2879,61,housemaid,primary,no,848,no,1,no
2880,43,management,secondary,no,481,no,1,no
2881,42,services,tertiary,no,12223,no,1,no
2882,24,blue-collar,secondary,no,-254,yes,2,no
2883,46,self-employed,tertiary,no,1148,no,2,no
2884,23,admin.,secondary,no,5,no,1,no
2885,26,services,secondary,no,50,no,1,no
2886,43,blue-collar,primary,no,92,no,2,no
2887,35,technician,tertiary,no,470,no,13,yes
2888,38,technician,secondary,no,0,no,4,no
2889,56,unemployed,primary,no,109,no,4,no
2890,31,services,secondary,no,440,no,3,no
2891,32,management,tertiary,no,0,no,4,yes
2892,28,services,secondary,no,2685,yes,1,no
2893,26,admin.,secondary,yes,-3,no,5,no
2894,49,management,tertiary,no,7007,no,2,no
2895,33,admin.,secondary,no,220,no,1,no
2896,80,retired,primary,no,1548,no,2,no
2897,40,blue-collar,secondary,no,326,yes,1,no
2898,42,technician,secondary,no,0,no,6,no
2899,46,blue-collar,secondary,no,123,no,3,no
2900,32,management,tertiary,no,697,no,1,no
2901,37,services,tertiary,no,223,no,1,no
2902,32,student,secondary,no,1694,no,1,no
2903,53,management,tertiary,no,4446,no,1,no
2904,39,management,tertiary,no,894,no,1,no
2905,31,technician,secondary,no,202,no,1,no
2906,34,management,tertiary,no,0,no,2,no
2907,44,technician,tertiary,no,1707,no,3,no
2908,35,technician,secondary,no,13658,no,2,no
2909,39,admin.,secondary,no,406,no,5,no
2910,55,services,secondary,no,96,no,2,no
2911,34,housemaid,secondary,no,0,no,1,yes
2912,39,technician,tertiary,no,-276,yes,4,no
2913,58,retired,secondary,no,413,no,5,no
2914,37,blue-collar,primary,no,655,no,2,no
2915,56,retired,primary,no,694,no,1,yes
2916,32,admin.,secondary,no,10218,no,2,no
2917,41,technician,tertiary,no,1646,no,1,yes
2918,29,admin.,tertiary,no,14,no,1,no
2919,44,management,tertiary,no,7635,no,5,no
2920,24,blue-collar,secondary,no,9,no,7,no
2921,43,management,secondary,no,1029,no,1,no
2922,26,admin.,tertiary,no,2855,no,3,no
2923,39,admin.,secondary,no,260,no,1,no
2924,49,blue-collar,secondary,no,2039,no,1,yes
2925,52,blue-collar,primary,no,-97,yes,4,no
2926,33,blue-collar,tertiary,no,1465,no,4,no
2927,30,blue-collar,secondary,no,125,no,2,no
2928,32,technician,tertiary,no,930,no,7,no
