,age,job,education,default,balance,personal_loan,Current_campaign
1663,52,1,0,0,177,0,0
1664,37,1,1,0,405,0,1
1665,51,1,1,0,1608,0,0
1666,32,4,2,0,2027,0,1
1667,33,1,1,0,113,1,2
1668,28,10,1,0,868,0,1
1669,66,4,2,0,1140,0,1
1670,31,7,1,0,274,0,1
1671,35,1,0,0,842,0,0
1672,47,7,1,0,1474,0,1
1673,36,0,1,0,1268,0,1
1674,32,9,2,0,799,1,0
1675,34,1,0,0,1436,0,0
1676,40,0,1,0,439,0,1
1677,33,6,2,0,530,0,1
1678,39,1,1,0,94,0,0
1679,38,6,1,0,543,0,4
1680,32,9,1,0,274,0,3
1681,65,4,2,0,563,0,0
1682,34,10,2,0,670,0,0
1683,34,0,0,0,274,1,3
1684,42,1,0,0,1289,1,0
1685,31,7,1,0,1150,1,0
1686,47,9,1,0,565,0,2
1687,44,9,1,0,985,0,3
1688,38,3,1,0,143,0,1
1689,28,4,2,0,1821,0,0
1690,46,0,1,0,938,0,1
1691,51,1,0,0,252,1,1
1692,42,4,2,0,274,0,1
1693,37,9,1,0,1660,0,2
1694,58,10,2,0,1479,0,7
1695,43,0,1,0,405,0,0
1696,36,4,2,0,527,0,0
1697,34,1,1,0,281,1,1
1698,31,4,2,0,1826,0,0
1699,49,9,1,0,585,0,1
1700,54,4,2,0,1769,0,0
1701,29,10,1,0,736,0,0
1702,51,5,1,0,604,0,1
1703,40,10,1,0,754,0,0
1704,35,4,2,0,2122,0,0
1705,25,8,1,0,566,0,1
1706,32,1,1,0,392,0,0
1707,30,6,1,0,397,1,0
1708,38,4,2,0,350,0,2
1709,46,0,1,0,344,0,1
1710,43,10,0,0,1083,1,1
1711,32,9,2,0,1591,0,1
1712,29,1,1,0,571,0,2
1713,56,1,1,0,1595,1,1
1714,57,9,0,0,274,0,7
1715,38,0,1,0,1901,0,1
1716,51,9,0,0,1386,0,4
1717,35,0,2,0,336,1,0
1718,37,1,0,0,907,0,6
1719,48,4,1,0,1991,0,2
1720,30,1,1,1,278,0,2
1721,60,5,1,0,529,0,3
1722,56,4,1,0,507,0,0
1723,45,1,0,0,371,0,2
1724,38,9,1,0,665,0,5
1725,20,8,1,0,1226,0,0
1726,59,5,0,0,241,0,3
1727,34,9,2,0,467,0,2
1728,36,1,1,0,280,0,6
1729,53,0,1,0,1650,0,0
1730,51,4,2,0,848,0,0
1731,58,5,1,0,504,0,3
1732,48,4,0,0,1514,0,1
1733,56,4,2,0,1807,0,0
1734,51,1,0,0,1029,0,1
1735,35,1,1,0,663,0,5
1736,40,0,1,0,374,0,0
1737,59,3,1,0,606,0,0
1738,44,4,2,0,1556,1,0
1739,49,3,0,0,1040,0,0
1740,35,0,2,0,274,0,6
1741,41,4,2,0,325,0,7
1742,55,5,0,0,423,0,0
1743,51,6,1,1,308,1,0
1744,27,7,1,0,975,0,2
1745,57,1,0,0,545,1,11
1746,51,4,2,0,1578,0,1
1747,38,4,2,0,77,0,11
1748,49,0,1,0,467,0,0
1749,40,9,2,0,998,0,0
1750,47,3,2,0,1819,0,0
1751,48,4,1,0,1411,0,0
1752,47,7,2,0,1028,0,8
1753,56,7,1,0,357,0,10
1754,29,4,2,0,1339,0,1
1755,38,9,1,0,496,0,2
1756,32,4,2,0,235,0,3
1757,42,0,1,0,510,0,4
1758,30,1,0,0,117,0,5
1759,26,0,2,0,1890,0,4
1760,35,9,1,0,274,0,0
1761,35,9,1,0,518,1,2
1762,35,6,2,0,318,0,1
1763,57,1,1,0,1754,0,9
1764,29,0,1,0,1543,0,0
1765,32,1,1,0,276,0,1
1766,45,9,1,0,1329,0,0
1767,51,4,2,0,560,0,3
1768,31,9,1,0,1168,0,7
1769,50,6,2,0,219,0,0
1770,38,1,1,0,273,0,0
1771,37,4,2,0,608,0,0
1772,35,4,2,0,1254,0,1
1773,37,10,1,0,2007,0,0
1774,28,4,2,0,964,0,5
1775,38,4,2,0,2179,0,5
1776,43,4,1,0,2328,0,13
1777,43,4,2,0,2070,0,2
1778,56,4,2,0,2316,0,0
1779,32,9,2,0,2303,0,0
1780,58,4,2,0,1378,0,1
1781,47,4,2,0,549,0,6
1782,31,1,1,0,165,0,1
1783,38,4,2,0,274,0,0
1784,50,1,1,0,986,0,13
1785,32,1,1,0,563,0,1
1786,37,7,1,0,1217,0,0
1787,39,4,2,0,274,0,1
1788,40,7,1,0,387,0,0
1789,41,1,1,0,858,0,0
1790,45,9,1,0,1353,0,0
1791,31,0,1,0,274,0,1
1792,54,7,0,0,282,0,0
1793,39,0,1,0,655,1,1
1794,56,0,1,1,85,1,1
1795,35,0,1,0,1746,0,11
1796,34,4,1,0,289,0,6
1797,31,9,1,0,399,0,1
1798,38,9,2,0,319,0,3
1799,41,9,2,0,287,0,1
1800,44,2,2,0,274,0,0
1801,49,1,1,0,807,0,0
1802,30,7,1,0,686,0,2
1803,31,7,1,0,1539,0,1
1804,34,4,1,0,1020,0,5
1805,70,5,2,0,2317,0,2
1806,45,4,2,0,1843,0,2
1807,31,4,2,0,2139,0,1
1808,57,0,1,0,984,0,2
1809,40,7,1,0,1950,0,2
1810,28,1,1,0,633,0,8
1811,44,0,1,0,210,0,0
1812,49,7,1,0,1823,0,2
1813,46,4,2,0,1313,0,2
1814,34,4,2,0,451,0,2
1815,58,9,1,0,446,0,3
1816,52,7,1,0,640,1,11
1817,27,1,1,0,1588,0,0
1818,48,9,1,0,601,0,1
1819,33,9,1,1,284,1,4
1820,46,0,1,0,2051,0,2
1821,51,3,0,0,2334,1,1
1822,31,4,2,0,429,0,6
1823,35,9,1,0,723,1,3
1824,37,0,1,0,964,0,0
1825,60,2,0,0,274,0,0
1826,40,9,1,0,1485,0,1
1827,50,4,2,0,1985,0,1
1828,34,2,1,0,708,1,7
1829,32,9,1,0,520,0,2
1830,36,7,1,0,957,0,1
1831,32,0,2,0,233,1,0
1832,40,7,1,0,220,1,0
1833,37,1,0,0,274,0,0
1834,57,4,2,0,274,0,0
1835,46,4,2,0,271,0,1
1836,31,1,0,0,1668,0,0
1837,39,9,2,1,277,0,0
1838,35,4,1,0,1009,0,2
1839,32,1,0,0,377,0,0
1840,44,9,1,0,578,0,2
1841,41,9,1,0,1444,0,1
1842,59,5,0,0,2181,0,0
1843,39,7,1,0,514,0,1
1844,54,4,2,0,2222,0,0
1845,27,7,1,0,528,1,0
1846,51,6,1,0,369,0,3
1847,33,9,1,0,554,0,5
1848,38,1,0,0,1609,0,0
1849,52,2,2,0,274,0,2
1850,54,4,2,0,1275,0,9
1851,33,1,0,0,586,0,1
1852,50,9,1,0,881,0,0
1853,39,1,1,0,1960,1,0
1854,34,4,2,0,1707,0,0
1855,41,9,1,0,836,0,0
1856,48,4,2,0,776,0,0
1857,38,7,1,0,688,0,0
1858,34,1,1,0,840,0,0
1859,32,1,1,0,274,0,1
1860,48,4,1,0,373,0,0
1861,28,7,1,0,553,0,0
1862,47,1,1,0,1245,0,0
1863,32,0,1,0,319,1,2
1864,32,0,1,0,1058,0,3
1865,38,4,2,0,1076,0,1
1866,86,5,1,0,1361,0,2
1867,47,9,1,0,339,0,7
1868,42,4,0,0,38,1,0
1869,44,4,2,0,956,1,0
1870,25,8,1,0,2269,0,1
1871,34,7,1,0,1102,0,0
1872,34,0,1,0,514,0,1
1873,53,1,0,0,1960,0,2
1874,42,1,1,0,93,0,4
1875,30,1,1,0,451,0,0
1876,26,1,0,0,24,0,1
1877,40,7,1,0,1963,0,0
1878,34,9,1,0,1318,1,5
1879,34,7,1,0,1601,0,0
1880,40,4,2,0,72,1,1
1881,36,4,2,0,2349,0,1
1882,34,9,1,0,694,0,1
1883,32,1,1,0,408,0,1
1884,39,9,1,0,33,0,4
1885,36,9,2,0,334,0,1
1886,39,9,1,0,1049,0,1
1887,33,4,2,0,2329,0,0
1888,34,1,1,0,228,0,4
1889,42,4,2,0,1232,0,1
1890,46,9,1,0,747,0,9
1891,32,4,2,0,869,1,1
1892,27,7,1,0,374,0,1
1893,35,9,1,0,343,0,2
1894,53,9,1,0,837,0,5
1895,29,7,1,0,463,0,3
1896,35,4,2,0,274,0,5
1897,49,4,2,0,361,0,0
1898,58,4,2,0,1817,0,1
1899,40,4,2,0,1307,0,0
1900,19,8,1,0,274,0,2
1901,30,8,2,0,308,0,0
1902,34,9,1,0,580,1,4
1903,60,5,1,0,467,0,0
1904,28,8,2,0,274,0,1
1905,46,4,2,0,539,0,1
1906,49,1,0,0,289,0,6
1907,59,4,2,0,2204,0,0
1908,44,9,1,0,253,1,2
1909,33,9,2,0,349,0,3
1910,54,5,1,0,1189,0,0
1911,26,1,1,0,389,0,2
1912,54,1,1,0,274,0,0
1913,48,3,0,0,2183,0,1
1914,30,7,2,0,74,1,1
1915,29,4,2,0,1125,0,0
1916,51,2,2,0,1924,0,0
1917,53,10,0,0,1095,0,0
1918,43,1,1,0,182,0,5
1919,34,0,2,0,1684,1,0
1920,40,2,2,0,1458,0,0
1921,43,9,1,0,688,0,0
1922,33,0,1,0,134,1,0
1923,66,5,1,0,2028,0,2
1924,44,9,1,0,121,0,0
1925,33,7,1,0,274,0,7
1926,31,9,1,0,649,0,1
1927,71,5,0,0,2015,0,4
1928,22,8,0,0,1861,0,0
1929,46,10,2,0,908,0,0
1930,32,7,1,0,522,1,1
1931,45,1,1,0,1983,1,1
1932,32,4,1,0,611,0,1
1933,49,1,0,0,724,1,2
1934,27,9,1,0,738,0,3
1935,46,2,1,0,943,0,2
1936,37,4,2,0,899,0,0
1937,30,10,1,1,30,0,0
1938,44,6,1,0,354,1,1
1939,45,9,1,0,577,0,0
1940,27,8,1,0,483,0,0
1941,57,3,0,0,274,0,1
1942,66,4,2,0,1587,0,0
1943,40,0,1,0,482,0,0
1944,48,1,1,0,595,0,5
1945,33,1,1,0,1990,0,2
1946,42,7,1,0,524,0,1
1947,47,10,1,0,1811,0,2
1948,27,9,2,0,1795,0,1
1949,78,5,2,0,496,0,0
1950,50,7,0,0,1257,0,0
1951,46,2,2,0,1326,0,0
1952,41,0,1,0,2128,1,5
1953,36,0,2,0,1095,0,3
1954,49,5,0,0,245,0,1
1955,46,4,2,0,186,1,1
1956,77,5,0,0,889,0,1
1957,30,9,2,0,977,1,17
1958,43,4,1,1,11,1,3
1959,44,1,1,0,1674,0,1
1960,40,1,0,0,372,0,4
1961,38,1,0,0,1851,0,4
1962,25,10,2,0,604,0,0
1963,49,4,2,0,1018,0,0
1964,33,1,0,0,324,0,1
1965,40,4,2,0,274,0,6
1966,44,1,0,0,284,0,0
1967,32,1,1,0,1076,1,3
1968,52,4,2,0,274,0,0
1969,35,4,2,0,446,0,1
1970,35,9,1,0,145,0,0
1971,32,4,1,0,2136,1,1
1972,42,9,1,0,6,1,0
1973,59,1,1,0,412,0,0
1974,44,9,1,0,2180,0,1
1975,50,0,1,0,1174,0,0
1976,27,1,1,0,387,0,16
1977,55,4,2,0,49,0,1
1978,54,1,1,0,572,0,3
1979,31,10,1,0,179,0,2
1980,56,0,1,0,1553,0,0
1981,51,6,2,0,1003,0,2
1982,61,1,0,0,843,0,1
1983,34,9,1,0,379,0,1
1984,56,1,0,0,784,0,0
1985,29,8,1,0,418,0,0
1986,34,4,2,0,836,0,3
1987,35,7,1,0,1151,1,0
1988,56,0,1,0,1099,1,1
1989,45,1,1,0,1763,1,2
1990,31,0,1,0,84,0,1
1991,37,2,2,0,340,0,1
1992,43,0,1,0,274,0,2
1993,40,4,2,0,673,0,0
1994,44,4,0,0,2025,0,5
1995,38,0,1,0,255,0,1
1996,58,4,2,0,1399,1,0
1997,24,1,1,0,351,0,1
1998,53,7,1,0,1314,0,1
1999,36,1,1,0,227,1,7
2000,28,1,0,0,334,0,0
2001,45,1,0,0,410,1,18
2002,32,0,2,0,1404,0,0
2003,46,0,1,0,200,1,3
2004,28,1,1,0,1153,1,0
2005,51,10,1,0,263,0,0
2006,51,1,0,0,1499,0,2
2007,30,9,1,0,2029,0,1
2008,39,9,1,1,180,0,1
2009,28,1,0,0,905,0,1
2010,31,4,2,0,1358,0,11
2011,31,1,0,0,274,1,3
2012,38,4,2,0,320,0,3
2013,31,1,1,0,831,0,0
2014,74,5,1,0,1951,0,2
2015,40,4,2,0,274,0,1
2016,43,9,1,0,2207,0,1
2017,34,9,2,0,1059,0,0
2018,54,4,2,0,2172,0,1
2019,51,1,0,0,316,0,1
2020,33,1,1,0,548,1,0
2021,41,9,2,0,274,0,0
2022,33,4,2,0,1806,0,1
2023,48,0,1,0,282,1,0
2024,42,6,2,0,486,0,2
2025,35,4,2,0,1773,0,1
2026,25,0,1,0,1042,0,0
2027,38,1,0,0,739,1,0
2028,45,2,1,0,512,0,2
2029,59,4,2,0,274,0,7
2030,47,4,2,0,423,0,0
2031,33,4,2,0,278,0,4
2032,59,4,0,0,1457,0,3
2033,41,1,0,0,876,1,4
2034,42,9,1,0,723,0,4
2035,51,9,2,0,274,0,6
2036,45,4,2,0,176,0,2
2037,30,4,2,0,1525,1,1
2038,33,1,1,0,2069,0,0
2039,43,4,2,0,2293,0,3
2040,37,1,1,0,1144,0,2
2041,73,5,0,0,427,0,0
2042,43,1,1,0,843,0,0
2043,52,10,0,0,522,1,2
2044,44,4,2,0,769,0,3
2045,56,4,2,0,580,1,2
2046,21,7,1,0,1509,0,1
2047,43,4,2,0,1524,0,0
2048,54,4,0,0,1917,1,2
2049,59,9,0,0,1968,0,0
2050,52,1,0,0,500,0,1
2051,31,0,1,0,934,0,1
2052,53,0,1,0,530,1,6
2053,24,9,1,0,242,0,0
2054,57,5,1,0,274,1,1
2055,48,9,1,0,798,0,1
2056,57,9,1,0,1349,0,0
2057,51,9,1,0,292,1,5
2058,50,4,2,0,471,0,0
2059,34,1,1,0,1327,1,1
2060,43,1,0,0,215,0,1
2061,31,7,1,0,120,0,4
2062,29,1,1,0,736,0,0
2063,39,1,0,0,898,0,0
2064,36,4,2,0,1740,0,3
2065,38,10,2,0,274,0,1
2066,56,4,2,0,1768,0,0
2067,41,3,0,0,296,0,2
2068,47,9,1,0,1210,0,0
2069,38,4,2,0,309,0,0
2070,80,5,1,0,2223,0,0
2071,37,7,1,0,2026,0,1
2072,44,4,2,0,5,1,9
2073,33,1,1,0,901,0,1
2074,53,9,1,0,500,1,1
2075,69,5,2,0,723,0,0
2076,46,9,1,0,1333,0,2
2077,30,4,2,0,471,0,1
2078,31,6,1,0,1164,0,0
2079,38,4,2,0,1980,0,0
2080,34,7,1,0,318,0,0
2081,48,4,2,0,549,0,1
2082,46,1,0,0,486,0,0
2083,42,0,1,0,484,0,23
2084,41,1,1,0,604,0,6
2085,33,1,1,0,223,0,2
2086,39,1,0,0,1138,0,3
2087,27,8,1,0,1394,0,4
2088,26,4,2,0,817,0,1
2089,38,4,2,0,378,0,2
2090,48,1,1,0,274,0,0
2091,54,7,1,0,256,1,0
2092,51,7,1,0,274,0,2
2093,47,9,1,0,346,0,0
2094,53,9,1,0,374,0,3
2095,35,1,0,0,581,0,0
2096,58,4,2,0,2253,0,2
2097,52,4,2,0,324,0,2
2098,57,5,1,1,306,0,2
2099,52,4,2,0,2166,0,0
2100,35,4,2,0,851,0,2
2101,48,9,1,0,1975,0,1
2102,46,2,2,0,1612,0,13
2103,39,7,1,0,1533,0,0
2104,38,6,2,0,1366,0,0
2105,34,2,1,0,2016,0,0
2106,47,2,0,0,880,0,0
2107,35,4,2,0,865,0,0
2108,46,1,0,0,704,0,3
2109,27,0,1,0,191,0,7
2110,31,1,1,0,71,0,0
2111,31,4,2,0,274,0,15
2112,46,0,1,0,296,0,3
2113,31,0,1,0,1625,0,1
2114,33,4,2,0,1327,0,0
2115,42,3,0,0,418,0,1
2116,33,4,0,0,2043,0,0
2117,40,3,0,0,1489,0,3
2118,51,1,0,0,1899,1,11
2119,31,10,2,0,816,0,1
2120,62,5,2,0,274,0,1
2121,24,8,1,0,755,0,2
2122,48,10,1,0,991,0,0
2123,41,9,1,0,609,0,1
2124,43,4,2,0,554,0,1
2125,52,9,1,0,1871,1,0
2126,54,1,0,0,964,0,1
2127,32,9,2,0,534,0,0
2128,38,1,0,0,1292,0,0
2129,41,0,0,0,131,0,0
2130,31,1,0,0,1023,0,1
2131,35,3,2,0,1258,0,4
2132,26,0,1,0,274,0,0
2133,52,9,2,0,484,0,2
2134,58,5,1,0,679,1,0
2135,57,3,2,0,277,0,1
2136,34,4,2,0,274,0,1
2137,59,1,0,0,274,0,1
2138,27,9,1,0,545,1,4
2139,42,2,2,0,274,0,0
2140,47,3,2,0,1900,0,5
2141,33,1,1,0,274,1,11
2142,31,7,1,0,1023,0,0
2143,37,4,2,0,1953,0,1
2144,29,1,1,0,73,1,1
2145,38,10,0,0,110,0,1
2146,35,6,1,0,2237,0,2
2147,31,9,1,0,1533,0,2
2148,62,4,2,0,1497,0,2
2149,32,9,2,0,1148,0,0
2150,31,7,1,0,646,0,1
2151,51,1,0,0,824,0,0
2152,29,7,1,0,274,0,0
2153,43,1,0,0,522,0,0
2154,36,1,1,0,337,0,7
2155,34,6,0,0,911,0,2
2156,29,7,1,0,331,0,8
2157,57,5,1,0,765,1,5
2158,43,4,2,0,676,0,0
2159,33,7,1,0,645,0,0
2160,60,4,2,0,1846,0,1
2161,51,9,0,0,527,0,1
2162,40,0,1,0,273,0,0
2163,51,9,1,0,1356,0,1
2164,38,7,1,0,745,1,4
2165,35,9,1,0,1454,0,2
2166,47,9,1,0,999,0,2
2167,45,1,0,0,1050,0,7
2168,40,7,1,0,1490,0,1
2169,29,2,1,0,660,0,2
2170,52,4,2,0,1050,0,1
2171,26,9,1,0,292,1,0
2172,31,1,0,0,72,0,1
2173,55,7,1,0,1235,0,0
2174,35,7,1,0,993,0,13
2175,56,4,2,0,695,0,2
2176,28,1,1,0,242,0,0
2177,27,8,1,0,883,0,1
2178,30,9,1,0,631,0,1
2179,51,9,2,0,271,0,8
2180,33,4,1,0,285,0,2
2181,32,1,1,0,307,0,0
2182,43,2,1,0,378,0,2
2183,46,1,0,0,445,1,0
2184,32,4,2,0,1799,1,0
2185,40,7,1,0,1337,0,0
2186,39,1,1,0,1308,0,0
2187,51,1,0,0,265,0,3
2188,46,0,1,0,1447,0,0
2189,43,1,0,0,961,1,4
2190,36,9,2,0,1007,0,5
2191,48,4,2,0,623,0,0
2192,26,0,1,0,505,1,1
2193,39,0,1,0,274,0,0
2194,47,4,2,0,239,1,0
2195,23,2,0,0,278,0,1
2196,54,4,2,0,2344,0,0
2197,38,0,1,0,320,1,0
2198,33,9,1,0,803,1,1
2199,35,0,1,0,421,1,0
2200,52,7,1,0,685,0,16
2201,25,9,2,0,960,0,0
2202,29,4,2,0,469,1,3
2203,35,9,2,0,1870,0,0
2204,49,7,1,0,321,0,1
2205,41,0,1,0,1914,0,9
2206,32,4,2,0,411,0,3
2207,29,0,1,0,1177,0,1
2208,28,1,1,0,1291,0,0
2209,59,5,1,0,274,0,3
2210,34,2,2,0,1981,0,3
2211,55,4,2,0,1411,0,3
2212,34,4,2,0,1830,0,1
2213,24,8,1,0,996,0,0
2214,42,9,1,0,142,0,0
2215,34,4,2,0,1379,0,0
2216,34,0,1,0,1439,0,0
2217,51,6,2,0,1546,0,0
2218,58,1,0,0,274,0,24
2219,44,9,1,0,1735,0,0
2220,33,1,1,0,412,1,1
2221,34,4,2,0,801,0,0
2222,34,0,1,0,725,0,0
2223,42,1,1,0,321,1,0
2224,46,4,2,0,1583,0,3
2225,31,6,2,0,370,0,0
2226,39,2,2,0,357,0,1
2227,34,4,2,0,2157,0,4
2228,47,9,1,0,1936,0,1
2229,42,7,1,0,632,1,1
2230,48,1,1,0,61,1,1
2231,30,6,2,0,322,0,0
2232,38,9,1,0,2196,0,1
2233,24,7,1,0,1998,0,1
2234,34,9,1,0,275,0,0
2235,46,4,2,0,320,1,0
2236,32,0,1,1,259,0,2
2237,46,7,1,0,703,1,3
2238,26,6,2,0,729,0,2
2239,42,1,1,0,274,0,5
2240,50,9,1,0,1183,0,1
2241,41,1,0,0,647,0,5
2242,34,0,1,0,284,1,0
2243,32,7,1,0,657,0,1
2244,58,3,2,0,418,1,1
2245,45,9,1,0,389,0,0
2246,28,0,1,0,363,1,1
2247,35,9,1,0,368,1,4
2248,39,7,1,0,1337,0,1
2249,49,10,2,0,963,0,0
2250,50,4,2,0,477,0,0
2251,37,4,2,0,507,0,0
2252,45,1,0,0,1659,0,1
2253,30,3,1,0,1517,0,0
2254,48,10,2,0,75,0,6
2255,36,4,2,0,1376,0,2
2256,41,4,1,0,947,0,1
2257,55,1,1,0,642,0,0
2258,70,5,0,0,1908,0,0
2259,41,4,2,0,588,0,0
2260,47,7,1,0,896,0,5
2261,34,9,1,0,274,0,1
2262,33,4,2,0,373,0,0
2263,58,5,1,0,750,0,1
2264,51,4,2,0,261,0,1
2265,45,4,2,0,1520,0,14
2266,55,0,1,0,274,0,1
2267,30,1,0,0,456,0,0
2268,33,4,1,0,87,0,0
2269,27,7,1,0,274,0,6
2270,59,5,1,0,581,0,2
2271,34,4,2,0,442,0,0
2272,47,9,2,0,12,1,1
2273,44,1,0,0,265,0,0
2274,35,0,1,0,274,0,0
2275,45,4,2,0,169,0,1
2276,42,1,0,0,907,1,9
2277,38,9,1,0,1521,0,0
2278,34,9,1,0,1071,0,3
2279,35,9,1,0,589,0,2
2280,29,4,1,0,208,0,2
2281,58,5,1,0,1098,0,0
2282,44,1,0,0,968,0,1
2283,45,2,2,0,274,0,2
2284,43,1,1,0,1790,0,1
2285,44,7,1,0,2111,0,1
2286,30,9,1,0,971,0,2
2287,38,10,2,0,1341,0,5
2288,50,9,1,0,1327,0,2
2289,21,8,1,0,890,0,0
2290,38,2,2,0,498,0,0
2291,42,0,1,0,274,0,0
2292,45,9,2,0,1564,0,13
2293,34,2,1,0,276,1,0
2294,48,9,1,0,467,1,1
2295,34,7,1,0,274,1,3
2296,32,1,1,0,1511,0,1
2297,35,9,2,0,392,0,1
2298,39,2,2,0,1706,0,0
2299,36,6,2,0,2322,0,2
2300,35,9,1,0,287,0,1
2301,57,7,1,0,288,1,1
2302,28,9,1,0,952,0,0
2303,43,0,1,0,1862,0,0
2304,57,4,1,0,412,0,0
2305,34,7,1,0,472,0,0
2306,36,9,2,0,280,0,0
2307,47,4,2,0,1672,0,2
2308,36,4,2,0,2074,0,24
2309,33,4,2,0,1568,0,0
2310,57,4,2,0,582,0,1
2311,57,4,2,0,1852,0,0
2312,34,0,1,0,324,0,1
2313,51,3,2,0,630,0,2
2314,54,1,0,0,181,0,0
2315,52,6,2,0,1420,0,16
2316,43,2,2,0,2298,0,0
2317,58,5,0,0,2148,0,2
2318,53,0,1,0,495,0,0
2319,44,4,1,0,41,0,2
2320,29,4,2,0,274,0,24
2321,27,7,1,0,328,0,1
2322,35,1,0,0,320,0,2
2323,40,6,1,0,276,0,4
2324,34,1,1,0,377,1,1
2325,38,0,1,0,1037,0,0
2326,32,7,1,0,329,0,8
2327,41,0,1,0,2220,1,3
2328,25,1,1,0,1053,0,3
2329,38,1,1,0,820,0,2
2330,26,9,1,0,281,0,1
2331,37,9,2,0,1432,0,4
2332,30,4,2,0,376,0,6
2333,36,7,1,0,599,0,0
2334,33,4,1,0,1800,0,4
2335,33,0,2,0,739,0,0
2336,35,4,2,0,1714,0,0
2337,24,7,2,0,274,0,0
2338,29,10,1,0,821,0,1
2339,54,1,1,0,1557,0,3
2340,27,0,1,0,405,0,1
2341,34,4,1,0,274,0,0
2342,39,1,0,0,644,0,3
2343,38,4,2,0,493,0,0
2344,37,4,2,0,274,0,12
2345,26,7,1,0,758,1,4
2346,36,2,2,0,1211,0,1
2347,35,4,2,0,345,0,11
2348,30,4,2,0,1069,0,1
2349,25,9,1,0,221,1,0
2350,34,9,1,0,274,0,3
2351,52,4,2,0,1286,0,0
2352,39,0,1,0,450,0,0
2353,34,4,1,0,1110,0,1
2354,34,4,1,0,274,0,3
2355,30,7,1,0,1271,1,0
2356,33,7,1,0,981,1,0
2357,30,8,1,0,278,0,1
2358,51,1,0,0,274,0,0
2359,36,7,1,0,672,0,9
2360,48,1,0,0,1442,0,1
2361,37,7,1,0,770,0,0
2362,58,4,1,0,663,0,1
2363,56,4,2,0,872,1,0
2364,34,1,1,0,650,0,8
2365,33,0,1,0,874,0,0
2366,26,7,1,0,274,0,22
2367,40,4,2,0,1008,0,2
2368,35,7,1,0,465,0,0
2369,45,2,1,0,342,0,0
2370,37,9,1,0,155,0,5
2371,35,4,2,0,583,0,0
2372,43,7,1,0,1849,0,1
2373,28,1,1,0,282,0,0
2374,32,1,1,0,927,0,0
2375,26,10,1,0,840,0,1
2376,35,7,1,0,425,0,0
2377,35,9,1,0,276,0,3
2378,39,1,1,0,1338,0,5
2379,42,1,1,0,1357,0,1
2380,32,9,1,0,2142,0,0
2381,30,10,1,0,1235,0,3
2382,26,4,2,0,396,1,0
2383,30,8,1,0,274,0,0
2384,32,4,2,0,336,0,0
2385,47,7,1,0,1834,1,1
2386,33,9,2,0,2326,0,0
2387,57,1,0,0,297,0,7
2388,35,0,1,0,274,0,1
2389,53,9,2,0,2130,1,3
2390,24,5,1,0,626,1,1
2391,54,4,2,0,274,1,0
2392,31,4,2,0,1301,1,0
2393,41,2,1,0,1570,0,0
2394,44,4,1,0,1630,0,2
2395,35,7,1,0,309,0,0
2396,30,4,2,0,1032,0,0
2397,43,1,0,0,304,0,16
2398,51,2,1,1,1,1,5
2399,60,5,1,0,363,0,1
2400,43,6,1,0,378,0,0
2401,31,4,2,0,1465,0,2
2402,56,4,0,0,955,0,0
2403,42,9,1,0,1140,0,1
2404,52,2,0,0,817,0,1
2405,40,9,1,0,274,1,1
2406,36,7,1,0,1791,0,3
2407,40,7,0,0,307,0,2
2408,46,1,1,0,274,0,1
2409,32,0,1,0,1429,0,1
2410,31,3,2,0,550,0,0
2411,41,9,1,0,274,0,1
2412,58,3,0,0,673,1,2
2413,36,7,1,0,524,0,1
2414,52,9,1,0,392,0,19
2415,42,4,2,0,518,0,1
2416,32,4,2,0,1459,1,2
2417,62,4,2,0,274,0,2
2418,31,9,2,0,297,0,2
2419,41,1,1,1,102,1,0
2420,34,6,2,0,2094,0,0
2421,44,4,2,0,2060,0,1
2422,42,1,0,0,2174,0,3
2423,37,2,1,0,867,0,1
2424,47,4,2,0,1506,0,0
2425,32,10,1,0,1651,1,2
2426,46,1,1,0,763,0,5
2427,39,9,2,0,1225,0,0
2428,28,7,1,0,499,0,0
2429,26,8,1,0,473,0,0
2430,52,9,1,0,1484,1,1
2431,42,10,1,0,1273,0,3
2432,33,9,2,0,313,0,4
2433,73,5,0,0,976,0,0
2434,35,0,1,0,331,1,1
2435,40,4,2,0,1385,0,2
2436,51,9,1,0,391,0,1
2437,37,0,1,0,274,0,1
2438,39,4,2,0,896,1,0
2439,28,1,1,0,338,0,2
2440,49,9,2,0,274,0,2
2441,36,0,1,0,1081,0,0
2442,45,9,1,0,392,0,1
2443,29,9,2,0,488,0,0
2444,35,4,1,0,919,0,1
2445,35,3,2,0,294,1,2
2446,30,1,1,0,252,0,1
2447,46,1,0,0,877,0,3
2448,25,8,2,0,279,0,0
2449,36,4,2,0,1059,0,2
2450,42,1,0,0,1673,0,3
2451,57,0,1,0,1926,0,0
2452,42,4,2,0,657,0,8
2453,29,4,2,0,808,1,1
2454,36,9,2,0,1292,0,1
2455,31,10,1,0,1822,0,1
2456,59,9,0,0,1804,0,1
2457,50,10,1,0,306,0,1
2458,47,0,1,0,572,1,5
2459,46,3,0,0,274,0,0
2460,26,1,0,0,428,0,0
2461,31,7,1,0,2279,0,0
2462,30,7,2,0,1315,0,1
2463,47,1,1,0,1661,0,0
2464,23,9,2,0,1182,0,0
2465,44,10,0,0,1973,0,0
2466,42,6,1,0,2101,0,1
2467,32,7,1,0,96,0,0
